# ClustSpace International Limited 2025-12-139,,,,
# Prefixes located at Lithuania,,,,
85.208.224.0/22,LT,LT-VL,Vilnius,
185.122.140.0/24,LT,LT-VL,Vilnius,
185.122.141.0/24,GB,GB-ENG,London,
185.122.142.0/24,LT,LT-VL,Vilnius,
185.122.143.0/24,GB,GB-ENG,London,
185.220.176.0/22,LT,LT-VL,Vilnius,
185.220.178.0/24,US,,NY,
185.220.179.0/24,US,,NY,
# Prefixes located at Ukraine
193.93.63.0/24,UA,UA-30,Kyiv,
